datetime,ac_num,forecast_requests
2025-03-16 07:00:00,183,29
2025-03-16 08:00:00,183,25
2025-03-16 09:00:00,183,32
2025-03-16 10:00:00,183,32
2025-03-16 11:00:00,183,27
2025-03-16 12:00:00,183,29
2025-03-16 13:00:00,183,32
2025-03-16 14:00:00,183,30
2025-03-16 15:00:00,183,29
2025-03-16 16:00:00,183,32
2025-03-16 17:00:00,183,31
2025-03-16 18:00:00,183,28
2025-03-16 19:00:00,183,30
2025-03-16 20:00:00,183,28
2025-03-15 21:00:00,184,1
2025-03-15 22:00:00,184,1
2025-03-15 23:00:00,184,1
2025-03-16 00:00:00,184,1
2025-03-16 01:00:00,184,1
2025-03-16 02:00:00,184,1
2025-03-16 03:00:00,184,1
2025-03-16 04:00:00,184,1
2025-03-16 05:00:00,184,1
2025-03-16 06:00:00,184,1
2025-03-16 07:00:00,184,1
2025-03-16 08:00:00,184,1
2025-03-16 09:00:00,184,1
2025-03-16 10:00:00,184,1
2025-03-16 11:00:00,184,1
2025-03-16 12:00:00,184,1
2025-03-16 13:00:00,184,1
2025-03-16 14:00:00,184,1
2025-03-16 15:00:00,184,1
2025-03-16 16:00:00,184,1
2025-03-16 17:00:00,184,1
2025-03-16 18:00:00,184,1
2025-03-16 19:00:00,184,1
2025-03-16 20:00:00,184,1
2025-03-15 21:00:00,185,4
2025-03-15 22:00:00,185,4
2025-03-15 23:00:00,185,4
2025-03-16 00:00:00,185,2
2025-03-16 01:00:00,185,3
2025-03-16 02:00:00,185,4
2025-03-16 03:00:00,185,2
2025-03-16 04:00:00,185,3
2025-03-16 05:00:00,185,5
2025-03-16 06:00:00,185,4
2025-03-16 07:00:00,185,4
2025-03-16 08:00:00,185,7
2025-03-16 09:00:00,185,5
2025-03-16 10:00:00,185,6
2025-03-16 11:00:00,185,8
2025-03-16 12:00:00,185,6
2025-03-16 13:00:00,185,7
2025-03-16 14:00:00,185,7
2025-03-16 15:00:00,185,6
2025-03-16 16:00:00,185,8
2025-03-16 17:00:00,185,7
2025-03-16 18:00:00,185,6
2025-03-16 19:00:00,185,8
2025-03-16 20:00:00,185,6
2025-03-15 21:00:00,ca_0,76
2025-03-15 22:00:00,ca_0,72
2025-03-15 23:00:00,ca_0,63
2025-03-16 00:00:00,ca_0,68
2025-03-16 01:00:00,ca_0,65
2025-03-16 02:00:00,ca_0,65
2025-03-16 03:00:00,ca_0,67
2025-03-16 04:00:00,ca_0,73
2025-03-16 05:00:00,ca_0,70
2025-03-16 06:00:00,ca_0,71
2025-03-16 07:00:00,ca_0,83
2025-03-16 08:00:00,ca_0,88
2025-03-16 09:00:00,ca_0,86
2025-03-16 10:00:00,ca_0,89
2025-03-16 11:00:00,ca_0,87
2025-03-16 12:00:00,ca_0,85
2025-03-16 13:00:00,ca_0,86
2025-03-16 14:00:00,ca_0,86
2025-03-16 15:00:00,ca_0,85
2025-03-16 16:00:00,ca_0,86
2025-03-16 17:00:00,ca_0,85
2025-03-16 18:00:00,ca_0,86
2025-03-16 19:00:00,ca_0,87
2025-03-16 20:00:00,ca_0,78
